time,PlayerId,GameId,GameActivity,Latitude,Longitude,City,Country,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime
2016-08-09T14:47:42.3642818Z,Inenisea,4,0,40.80222394,-124.1474974,Eureka,United States of America,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:47:41.4730000Z
2016-08-09T14:47:42.8014387Z,GalHoly,0,1,41.33038291,-72.90000533,New Haven,United States of America,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:42.7220000Z
2016-08-09T14:47:43.2784387Z,Adendabard,0,1,-17.87003457,-41.50000981,Teofilo Otoni,Brazil,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:42.7840000Z
2016-08-09T14:47:43.9927668Z,PickingBoogers,2,1,5.200391865,-3.749988445,Grand Bassam,Ivory Coast,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:47:43.6920000Z
2016-08-09T14:47:44.0727668Z,Granny4theWIN,4,1,35.47004295,-97.51868351,Oklahoma City,United States of America,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:47:43.9420000Z
2016-08-09T14:47:44.0967668Z,PurpleBunnySlippers,0,1,-21.14389158,149.1500069,Mackay,Australia,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:44.2770000Z
2016-08-09T14:47:45.1833931Z,Soithiel,0,1,11.66702557,92.73598262,Port Blair,India,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:45.3430000Z
2016-08-09T14:47:46.0913931Z,CutiePatootie22,0,1,-24.6666223,-65.04996769,General Guemes,Argentina,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:45.3900000Z
2016-08-09T14:47:47.0342177Z,BluntMachete,2,0,-18.05958372,13.82002437,Opuwo,Namibia,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:47:46.2990000Z
2016-08-09T14:47:47.8302443Z,Ank0,3,0,60.17556337,24.93412634,Helsinki,Finland,2016-08-09T14:49:28.8277114Z,1,2016-08-09T14:47:47.1270000Z
2016-08-09T14:47:48.2241437Z,Inenisea,0,1,40.80222394,-124.1474974,Eureka,United States of America,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:47.5970000Z
2016-08-09T14:47:48.5041437Z,N4v4,3,1,33.53997988,-112.0699917,Phoenix,United States of America,2016-08-09T14:49:28.8277114Z,1,2016-08-09T14:47:47.2700000Z
2016-08-09T14:47:49.7646607Z,Lararethien,2,1,42.03946108,-88.28991866,Elgin,United States of America,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:47:48.5340000Z
2016-08-09T14:47:50.4645699Z,FightClubAlum,0,1,-5.089574362,-80.17000086,Chulucanas,Peru,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:49.7670000Z
2016-08-09T14:47:50.6385699Z,BluntMachete,4,1,-18.05958372,13.82002437,Opuwo,Namibia,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:47:49.7090000Z
2016-08-09T14:47:50.9035699Z,Ank0,3,1,60.17556337,24.93412634,Helsinki,Finland,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:47:49.5530000Z
2016-08-09T14:47:53.0395845Z,Sendak,0,1,29.16998822,75.72503129,Hisar,India,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:52.0030000Z
2016-08-09T14:47:53.3399789Z,SmittenKitten66,1,0,-6.359987774,-39.29998906,Iguatu,Brazil,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:53.0570000Z
2016-08-09T14:47:53.7625028Z,Jamberpa,1,0,43.41400203,23.23700161,Montana,Bulgaria,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:53.1040000Z
2016-08-09T14:47:54.8859036Z,Boardenedev,2,1,7.371000109,-8.684999462,Sanniquellie,Liberia,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:47:53.9990000Z
2016-08-09T14:47:55.0727668Z,Granny4theWIN,4,0,35.47004295,-97.51868351,Oklahoma City,United States of America,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:47:54.0720000Z
2016-08-09T14:47:55.7256068Z,Haohannon,1,1,-24.87906411,152.3508968,Bundaberg,Australia,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:55.2990000Z
2016-08-09T14:47:55.9263502Z,Nilimagon,1,0,11.86502382,-15.59836084,Bissau,Guinea Bissau,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:55.3460000Z
2016-08-09T14:47:56.8014387Z,GalHoly,0,0,41.33038291,-72.90000533,New Haven,United States of America,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:56.4350000Z
2016-08-09T14:47:56.8248473Z,Soithiel,1,1,11.66702557,92.73598262,Port Blair,India,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:47:56.5130000Z
2016-08-09T14:47:58.1120128Z,Presbur,3,0,48.73329022,19.14998328,Banska Bystrica,Slovakia,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:47:57.1820000Z
2016-08-09T14:48:00.3374730Z,Finture,3,1,44.20627972,27.32591833,Calarasi,Romania,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:47:59.2310000Z
2016-08-09T14:48:00.5524730Z,SmittenKitten66,3,1,-6.359987774,-39.29998906,Iguatu,Brazil,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:47:59.3250000Z
2016-08-09T14:48:01.6890548Z,Humansce,0,1,47.21038576,-1.590016929,Nantes,France,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:48:00.7790000Z
2016-08-09T14:48:04.1636024Z,Naeemansh,2,0,-4.040026022,39.68991817,Mombasa,Kenya,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:48:03.1860000Z
2016-08-09T14:48:05.6122330Z,KillSwitch,3,1,-18.13301593,178.4417073,Suva,Fiji,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:04.0580000Z
2016-08-09T14:48:06.0886521Z,Jamberpa,1,1,43.41400203,23.23700161,Montana,Bulgaria,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:48:05.5130000Z
2016-08-09T14:48:06.4046521Z,K1s14y,0,1,-33.65640949,115.3486592,Busselton,Australia,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:48:05.8410000Z
2016-08-09T14:48:07.2241437Z,Inenisea,0,0,40.80222394,-124.1474974,Eureka,United States of America,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:48:06.9350000Z
2016-08-09T14:48:08.1925241Z,Areagord,1,0,53.37781293,51.34739783,Otradnyy,Russia,2016-08-09T14:49:52.3578158Z,7,2016-08-09T14:48:07.1530000Z
2016-08-09T14:48:08.5797432Z,LaidtoRest,0,1,45.3786371,20.39946773,Zrenjanin,Serbia,2016-08-09T14:49:52.3707201Z,7,2016-08-09T14:48:08.2040000Z
2016-08-09T14:48:10.9708131Z,Ank0,0,1,60.17556337,24.93412634,Helsinki,Finland,2016-08-09T14:49:52.3707201Z,7,2016-08-09T14:48:10.3650000Z
2016-08-09T14:48:11.9892448Z,Dewinte,3,0,14.03998151,35.38000036,Gedaref,Sudan,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:11.0150000Z
2016-08-09T14:48:12.0158489Z,LaidtoRest,0,1,45.3786371,20.39946773,Zrenjanin,Serbia,2016-08-09T14:49:52.3707201Z,7,2016-08-09T14:48:11.4760000Z
2016-08-09T14:48:12.2541127Z,Bocystar,1,0,53.83370241,22.34999467,Elk,Poland,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:11.5230000Z
2016-08-09T14:48:14.2996974Z,Canyonsta,3,0,49.43040529,1.079975137,Rouen,France,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:13.2060000Z
2016-08-09T14:48:15.4787955Z,Dewinte,2,1,14.03998151,35.38000036,Gedaref,Sudan,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:48:14.4830000Z
2016-08-09T14:48:15.9956443Z,Kr1st00f3r,0,0,10.65199709,-61.51703089,Port-of-Spain,Trinidad and Tobago,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:15.7270000Z
2016-08-09T14:48:16.1529528Z,Monspros,0,0,-7.190014629,-48.21001367,Araguaina,Brazil,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:15.7900000Z
2016-08-09T14:48:16.5578058Z,Monspros,3,1,-7.190014629,-48.21001367,Araguaina,Brazil,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:15.4650000Z
2016-08-09T14:48:17.7567165Z,Areagord,1,1,53.37781293,51.34739783,Otradnyy,Russia,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:16.9050000Z
2016-08-09T14:48:18.3832659Z,Kr1st00f3r,3,1,10.65199709,-61.51703089,Port-of-Spain,Trinidad and Tobago,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:17.6370000Z
2016-08-09T14:48:19.0681085Z,BigDamnHero,0,0,4.090382099,-76.21001001,Tulua,Colombia,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:18.0970000Z
2016-08-09T14:48:19.8859036Z,Boardenedev,2,0,7.371000109,-8.684999462,Sanniquellie,Liberia,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:48:19.4650000Z
2016-08-09T14:48:20.0648084Z,MsPiggysREVENGE,0,0,22.89275617,-109.9045164,Cabo San Lucas,Mexico,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:19.9630000Z
2016-08-09T14:48:20.9314535Z,Nilimagon,1,1,11.86502382,-15.59836084,Bissau,Guinea Bissau,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:21.5410000Z
2016-08-09T14:48:22.2296049Z,MadBabyMaker,0,0,21.13817873,105.5050223,Son Tay,Vietnam,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:21.6040000Z
2016-08-09T14:48:23.8248473Z,Soithiel,1,0,11.66702557,92.73598262,Port Blair,India,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:22.6660000Z
2016-08-09T14:48:24.3910978Z,WarningLowBattery,0,0,15.10299903,-90.31400061,Salama,Guatemala,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:23.7530000Z
2016-08-09T14:48:24.7701425Z,Dracien,0,1,14.63300111,-89.98900162,Jalapa,Guatemala,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:23.9120000Z
2016-08-09T14:48:24.7841425Z,SilentWraith,0,1,19.31999514,-98.2300096,Tlaxcala,Mexico,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:24.1010000Z
2016-08-09T14:48:25.4936407Z,BugKid,3,1,4.864960143,100.7199914,Taiping,Malaysia,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:24.8050000Z
2016-08-09T14:48:25.7216871Z,BeanieWeenees,0,0,23.8997156,106.6133268,Bose,China,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:25.2490000Z
2016-08-09T14:48:26.1043267Z,TickleMeElmo,0,0,-7.019585756,-37.29000838,Patos,Brazil,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:25.3110000Z
2016-08-09T14:48:26.3011647Z,Booklee,3,0,13.93037579,75.56002844,Shimoga,India,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:24.9610000Z
2016-08-09T14:48:28.9264006Z,LookWhatICanDo,3,0,-1.579556052,30.06001501,Byumba,Rwanda,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:28.0160000Z
2016-08-09T14:48:29.0233917Z,TylerDurden,2,1,13.93972958,-90.82003203,San Jose,Guatemala,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:48:28.2930000Z
2016-08-09T14:48:29.1083917Z,LookWhatICanDo,3,1,-1.579556052,30.06001501,Byumba,Rwanda,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:28.1250000Z
2016-08-09T14:48:29.4823983Z,53bas71an,1,0,-24.08996499,-57.07998906,San Pedro,Paraguay,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:28.5710000Z
2016-08-09T14:48:29.9394723Z,SniperLyfe,1,1,63.83329877,23.11666622,Kokkola,Finland,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:29.6230000Z
2016-08-09T14:48:30.8779899Z,FallenGatoEatsyou,2,0,34.75591516,32.42245666,Paphos,Cyprus,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:48:29.5190000Z
2016-08-09T14:48:31.3383268Z,ImTheBirthdayGirl,4,0,55.93329907,12.31669854,Hillerod,Denmark,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:48:30.5840000Z
2016-08-09T14:48:31.4882052Z,MsPiggysREVENGE,2,1,22.89275617,-109.9045164,Cabo San Lucas,Mexico,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:48:30.6310000Z
2016-08-09T14:48:31.5642052Z,ExecuteElectrocute,2,1,34.62720034,-79.01190617,Lumberton,United States of America,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:48:30.6770000Z
2016-08-09T14:48:31.9681077Z,Dealage,0,0,-7.620014222,15.04997514,Uige,Angola,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:30.9080000Z
2016-08-09T14:48:32.4283349Z,TickleMeElmo,3,1,-7.019585756,-37.29000838,Patos,Brazil,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:31.5950000Z
2016-08-09T14:48:33.3772516Z,Boardenedev,4,1,7.371000109,-8.684999462,Sanniquellie,Liberia,2016-08-09T14:49:36.1353901Z,0,2016-08-09T14:48:32.8700000Z
2016-08-09T14:48:33.7701425Z,Dracien,0,0,14.63300111,-89.98900162,Jalapa,Guatemala,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:33.1290000Z
2016-08-09T14:48:34.4046521Z,K1s14y,0,0,-33.65640949,115.3486592,Busselton,Australia,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:34.2080000Z
2016-08-09T14:48:34.6822499Z,Bocystar,2,1,53.83370241,22.34999467,Elk,Poland,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:34.0760000Z
2016-08-09T14:48:34.9124000Z,BadBaneCat,2,0,38.62176271,21.4077266,Agrinio,Greece,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:34.1700000Z
2016-08-09T14:48:35.5578920Z,ChellXcaptain,3,0,37.13373985,-8.533314048,Portimao,Portugal,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:35.0220000Z
2016-08-09T14:48:35.7571995Z,Soithiel,3,1,11.66702557,92.73598262,Port Blair,India,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:35.0680000Z
2016-08-09T14:48:36.5650488Z,DavFun,4,0,-6.144393698,143.6452266,Mendi,Papua New Guinea,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:35.3450000Z
2016-08-09T14:48:37.1956189Z,EatsyouIam,0,0,-23.96961058,21.87002397,Lehututu,Botswana,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:36.6210000Z
2016-08-09T14:48:37.3153502Z,Blackst,1,0,48.93369143,89.95000281,Olgiy,Mongolia,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:36.6680000Z
2016-08-09T14:48:37.4650644Z,GalHoly,3,1,41.33038291,-72.90000533,New Haven,United States of America,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:36.3350000Z
2016-08-09T14:48:38.0260546Z,BeanieWeenees,0,1,23.8997156,106.6133268,Bose,China,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:37.7960000Z
2016-08-09T14:48:39.5578058Z,Monspros,3,0,-7.190014629,-48.21001367,Araguaina,Brazil,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:38.5610000Z
2016-08-09T14:48:40.4420214Z,Monspros,0,1,-7.190014629,-48.21001367,Araguaina,Brazil,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:39.9910000Z
2016-08-09T14:48:41.5395628Z,FallenGatoEatsyou,0,1,34.75591516,32.42245666,Paphos,Cyprus,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:41.1500000Z
2016-08-09T14:48:41.5955628Z,EatsyouIam,4,1,-23.96961058,21.87002397,Lehututu,Botswana,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:41.0980000Z
2016-08-09T14:48:41.9708131Z,Ank0,0,0,60.17556337,24.93412634,Helsinki,Finland,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:41.3380000Z
2016-08-09T14:48:43.4374064Z,IronMAN77,0,0,37.40501528,-5.980007366,Seville,Spain,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:42.3850000Z
2016-08-09T14:48:44.5794249Z,Birewiel,1,0,29.72041974,113.880015,Puqi,China,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:43.4630000Z
2016-08-09T14:48:44.8056313Z,Naeemansh,3,1,-4.040026022,39.68991817,Mombasa,Kenya,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:44.1390000Z
2016-08-09T14:48:45.0406310Z,Adworewyn,3,0,41.20000211,20.3667036,Librazhd,Albania,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:44.1700000Z
2016-08-09T14:48:45.2356313Z,Remarker,4,1,60.4538668,22.25496171,Turku,Finland,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:44.4500000Z
2016-08-09T14:48:47.1112799Z,Adworewyn,4,1,41.20000211,20.3667036,Librazhd,Albania,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:46.5190000Z
2016-08-09T14:48:47.2822799Z,ImTheBirthdayGirl,2,1,55.93329907,12.31669854,Hillerod,Denmark,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:46.6130000Z
2016-08-09T14:48:48.8645463Z,BloodyAssault,4,0,37.07498374,41.21835201,Nusaybin,Turkey,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:47.6650000Z
2016-08-09T14:48:49.2140135Z,Inenisea,0,1,40.80222394,-124.1474974,Eureka,United States of America,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:48.8980000Z
2016-08-09T14:48:50.2980304Z,Parkensync,0,0,27.14998232,78.39494584,Firozabad,India,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:49.9680000Z
2016-08-09T14:48:50.4434823Z,GalHoly,0,1,41.33038291,-72.90000533,New Haven,United States of America,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:50.0610000Z
2016-08-09T14:48:52.1136775Z,DavFun,3,1,-6.144393698,143.6452266,Mendi,Papua New Guinea,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:50.7150000Z
2016-08-09T14:48:54.0632005Z,Ank0,4,1,60.17556337,24.93412634,Helsinki,Finland,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:52.9920000Z
2016-08-09T14:48:54.2780128Z,DnknDonuts,1,0,-23.36391111,150.5200008,Rockhampton,Australia,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:53.2200000Z
2016-08-09T14:48:54.5395628Z,FallenGatoEatsyou,0,0,34.75591516,32.42245666,Paphos,Cyprus,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:54.3010000Z
2016-08-09T14:48:56.7354187Z,Booklee,2,1,13.93037579,75.56002844,Shimoga,India,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:56.1930000Z
2016-08-09T14:48:56.8169653Z,Polystoni,1,0,20.78199907,97.03800065,Taunggyi,Myanmar,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:56.4300000Z
2016-08-09T14:48:58.1576311Z,Granny4theWIN,2,1,35.47004295,-97.51868351,Oklahoma City,United States of America,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:57.3070000Z
2016-08-09T14:48:58.5406311Z,Presbur,2,1,48.73329022,19.14998328,Banska Bystrica,Slovakia,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:57.3690000Z
2016-08-09T14:48:58.9086552Z,K1s14y,3,1,-33.65640949,115.3486592,Busselton,Australia,2016-08-09T14:49:28.8384684Z,1,2016-08-09T14:48:58.2470000Z
2016-08-09T14:48:58.9126552Z,DnknDonuts,4,1,-23.36391111,150.5200008,Rockhampton,Australia,2016-08-09T14:49:36.1544643Z,0,2016-08-09T14:48:58.5150000Z
2016-08-09T14:48:59.1303795Z,TiaraONtop,1,0,-3.416601543,10.65003699,Mayumba,Gabon,2016-08-09T14:49:52.3863678Z,7,2016-08-09T14:48:58.7500000Z
